Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
20-Sep-23,Wednesday,September,Q3,2023,EQ,289,293.3,285.3,287.4,287.9,286.9,288.72,313.9,100.85,19317559,144193
18-Sep-23,Monday,September,Q3,2023,EQ,280.1,288.7,278.8,279.4,288.25,287.4,284.75,313.9,100.85,17422070,120891
15-Sep-23,Friday,September,Q3,2023,EQ,281.1,285.65,276.2,279.55,278.85,279.4,280.6,313.9,100.85,13472361,79160
14-Sep-23,Thursday,September,Q3,2023,EQ,282,283.45,274.8,278.2,280.4,279.55,278.9,313.9,100.85,16183428,140546
13-Sep-23,Wednesday,September,Q3,2023,EQ,283.85,287.9,275.6,282.9,278.8,278.2,279.84,313.9,100.85,18283366,216709
12-Sep-23,Tuesday,September,Q3,2023,EQ,308.8,308.8,282,306.2,283,282.9,290.54,313.9,100.85,25657739,179024
11-Sep-23,Monday,September,Q3,2023,EQ,309.9,313.9,302.8,305.1,307.45,306.2,307.51,313.9,100.85,26022898,165074
08-Sep-23,Friday,September,Q3,2023,EQ,273.25,306.9,271,271.85,306.4,305.1,295.48,306.9,100.85,66232926,314067
07-Sep-23,Thursday,September,Q3,2023,EQ,258.9,273,257,257.5,272.9,271.85,265.57,277.2,100.85,19245292,100130
06-Sep-23,Wednesday,September,Q3,2023,EQ,262.1,262.1,254.8,262.1,257.35,257.5,257.99,277.2,100.85,10458275,81958
05-Sep-23,Tuesday,September,Q3,2023,EQ,264.15,265.05,260.55,264.2,262.7,262.1,262.72,277.2,100.85,14419281,80177
04-Sep-23,Monday,September,Q3,2023,EQ,258.95,264.75,256.9,257.4,264,264.2,261.16,277.2,100.85,13959805,68162
01-Sep-23,Friday,September,Q3,2023,EQ,256.8,261.75,250.55,260.2,258.05,257.4,255.97,277.2,100.85,25508836,107061
31-Aug-23,Thursday,August,Q3,2023,EQ,274,276.8,256.35,272.85,258.25,260.2,261.4,277.2,100.85,164551399,170196
30-Aug-23,Wednesday,August,Q3,2023,EQ,272.7,274.3,271.1,270,272.8,272.85,272.92,277.2,100.85,15595914,70278
29-Aug-23,Tuesday,August,Q3,2023,EQ,273,273.8,268.5,272.05,269.85,270,271.4,277.2,100.85,17289883,90520
28-Aug-23,Monday,August,Q3,2023,EQ,271.4,272.95,268.3,270.05,272.05,272.05,271.86,277.2,100.85,16539232,73786
25-Aug-23,Friday,August,Q3,2023,EQ,271.5,274.4,264.3,270.7,269.5,270.05,269.49,277.2,100.85,14712361,114358
24-Aug-23,Thursday,August,Q3,2023,EQ,275.45,276.55,270.2,273.35,271.15,270.7,273.12,277.2,100.85,8349667,90880
23-Aug-23,Wednesday,August,Q3,2023,EQ,274,275.25,271.65,273.1,273.5,273.35,273.38,277.2,100.85,8628839,50689
22-Aug-23,Tuesday,August,Q3,2023,EQ,271.4,277.2,270.1,270.05,272.5,273.1,274.79,277.2,100.85,12666246,88832
21-Aug-23,Monday,August,Q3,2023,EQ,269.7,271.95,266.6,268.5,270,270.05,270.03,276.8,100.85,11693150,67528
18-Aug-23,Friday,August,Q3,2023,EQ,270.75,274.4,265.2,270.85,268,268.5,269.85,276.8,100.85,12782606,104150
17-Aug-23,Thursday,August,Q3,2023,EQ,264.15,271.85,263.65,264.2,271.6,270.85,269.12,276.8,100.85,18261763,99987
16-Aug-23,Wednesday,August,Q3,2023,EQ,263,266.95,260.6,264.05,263.7,264.2,263.48,276.8,100.85,8611451,71261
14-Aug-23,Monday,August,Q3,2023,EQ,262.9,268.5,257.95,264.05,263.9,264.05,264.51,276.8,100.85,13095211,88267
11-Aug-23,Friday,August,Q3,2023,EQ,271.5,272.55,261.6,267.05,263.4,264.05,267.03,276.8,100.85,19807328,127632
10-Aug-23,Thursday,August,Q3,2023,EQ,270.05,270.9,263.55,270.05,266.1,267.05,267.18,276.8,100.85,10308401,75987
09-Aug-23,Wednesday,August,Q3,2023,EQ,269.95,271.15,265.35,269,269.4,270.05,268.94,276.8,100.85,10187822,71022
08-Aug-23,Tuesday,August,Q3,2023,EQ,270,276.8,260.05,266.85,269.25,269,270.17,276.8,100.85,30634867,186703
07-Aug-23,Monday,August,Q3,2023,EQ,258.55,267.95,257.7,258.6,266,266.85,264.32,267.95,100.85,15673718,102347
04-Aug-23,Friday,August,Q3,2023,EQ,260.15,262.9,257.15,260.15,258.35,258.6,259.31,264.35,100.85,8195058,49767
03-Aug-23,Thursday,August,Q3,2023,EQ,255,261.95,253.25,256.3,259.75,260.15,257.96,264.35,100.85,11082737,56485
02-Aug-23,Wednesday,August,Q3,2023,EQ,258,264.35,249.55,258.85,255.9,256.3,257.34,264.35,100.85,12897629,105937
01-Aug-23,Tuesday,August,Q3,2023,EQ,262.15,263.15,256.55,261.4,259.05,258.85,259.04,263.15,100.85,8969904,90739
31-Jul-23,Monday,July,Q3,2023,EQ,256,262,254,255.85,261,261.4,259.38,262,100.85,11389062,96059
